VBELN,CustomerId,CustomerName,Country,Segment,Product,Qty_Ordered,Unit_Price_EUR,Net_Value_EUR,Currency,SO_Date,Requested_Delivery_Date,Incoterms,Payment_Terms,Status,SalesOffice,SalesRep,Offset_Obligation_Pct
SD00000770,CUST-IND-001,Indian Air Force,India,Government,Falcon 8X,2,60000000,121698712.93,EUR,2020-07-03,2021-02-14,EXW,Milestone-based,In Production,Singapore,Jean-Pierre Martin,50
SD00000771,CUST-UAE-001,UAE Air Force,UAE,Government,Training_Package,1,3000000,3017493.35,EUR,2019-04-18,2020-08-08,CIF,Milestone-based,Open,New Delhi,Isabelle Bernard,50
SD00000772,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F3-R,6,90000000,556973344.8,EUR,2021-08-16,2024-01-18,EXW,L/C 90 days,Cancelled,Singapore,Marc Dupont,0
SD00000773,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F3-R,9,90000000,831024399.11,EUR,2020-02-04,2023-10-25,DAP,Milestone-based,Fully Delivered,Singapore,Isabelle Bernard,0
SD00000774,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F3-R,12,90000000,1058188030.08,EUR,2019-09-20,2023-02-15,CIF,"30% advance, 70% on delivery",Fully Delivered,Cairo,Jean-Pierre Martin,0
SD00000775,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F3-R,7,90000000,619388245.98,EUR,2023-02-26,2024-12-29,EXW,Milestone-based,In Production,Cairo,Jean-Pierre Martin,0
SD00000776,CUST-IND-002,Indian Navy,India,Government,Spare_Parts_Bundle,1,2500000,2454586.85,EUR,2022-12-25,2025-10-18,DDP,Milestone-based,Open,Singapore,Jean-Pierre Martin,30
SD00000777,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F3-R,3,90000000,266158287.43,EUR,2018-03-25,2021-08-04,CIF,L/C 90 days,In Production,Cairo,Antoine Morel,0
SD00000778,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 8X,11,60000000,667449394.87,EUR,2022-06-18,2024-08-11,CIF,Milestone-based,In Production,New Delhi,Marc Dupont,0
SD00000779,CUST-IND-001,Indian Air Force,India,Government,Falcon 10X,11,75000000,798945320.28,EUR,2019-07-31,2021-06-23,EXW,L/C 90 days,In Production,Paris,Jean-Pierre Martin,30
SD00000780,CUST-IND-002,Indian Navy,India,Government,Training_Package,1,3000000,3062831.41,EUR,2021-06-14,2022-07-25,EXW,"30% advance, 70% on delivery",Fully Delivered,Cairo,Antoine Morel,0
SD00000781,CUST-GRC-001,Hellenic Air Force,Greece,Government,MRO_Package_Annual,1,5000000,4907662.64,EUR,2021-02-28,2024-12-06,CIF,"30% advance, 70% on delivery",Cancelled,Cairo,Antoine Morel,50
SD00000782,CUST-IND-001,Indian Air Force,India,Government,Falcon 8X,5,60000000,289936266.7,EUR,2023-01-27,2023-11-28,DDP,"30% advance, 70% on delivery",In Production,New Delhi,Antoine Morel,30
SD00000783,CUST-PRIV-003,Air France,France,Commercial,Falcon 10X,6,75000000,435657741.22,EUR,2020-06-29,2021-06-13,DDP,L/C 90 days,In Production,Cairo,Sophie Leclerc,0
SD00000784,CUST-IND-001,Indian Air Force,India,Government,Falcon 10X,1,75000000,78087363.16,EUR,2019-07-27,2023-06-15,DDP,L/C 90 days,Partially Delivered,Singapore,Antoine Morel,0
SD00000785,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 8X,2,60000000,119824475.29,EUR,2019-10-05,2023-08-14,DDP,"30% advance, 70% on delivery",Open,Abu Dhabi,Jean-Pierre Martin,50
SD00000786,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 8X,2,60000000,118310191.22,EUR,2020-09-13,2024-07-03,CIF,Milestone-based,In Production,Singapore,Sophie Leclerc,50
SD00000787,CUST-IND-001,Indian Air Force,India,Government,Spare_Parts_Bundle,1,2500000,2430322.7,EUR,2019-06-01,2021-11-23,DDP,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Antoine Morel,0
SD00000788,CUST-PRIV-001,Tata Sons Ltd,India,Private,Rafale F3-R,5,90000000,451423746.98,EUR,2022-01-07,2022-07-21,DAP,Milestone-based,In Production,Paris,Antoine Morel,0
SD00000789,CUST-IND-001,Indian Air Force,India,Government,Rafale F4,10,95000000,925239154.89,EUR,2020-09-24,2022-05-30,DDP,Milestone-based,In Production,Singapore,Isabelle Bernard,0
SD00000790,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F3-R,1,90000000,86023213.46,EUR,2018-03-30,2019-10-07,EXW,Milestone-based,Fully Delivered,Paris,Isabelle Bernard,0
SD00000791,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 8X,6,60000000,355556625.38,EUR,2021-02-24,2024-05-27,EXW,Milestone-based,Open,Singapore,Marc Dupont,0
SD00000792,CUST-PRIV-004,Total Energies,France,Commercial,Training_Package,1,3000000,3023810.13,EUR,2019-08-08,2021-05-13,EXW,L/C 90 days,Open,New Delhi,Sophie Leclerc,0
SD00000793,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 6X,2,45000000,94161358.46,EUR,2023-04-04,2026-05-11,DAP,Milestone-based,Cancelled,Abu Dhabi,Isabelle Bernard,0
SD00000794,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Training_Package,1,3000000,3070175.07,EUR,2020-09-30,2023-09-24,DAP,L/C 90 days,Open,Abu Dhabi,Marc Dupont,0
SD00000795,CUST-PRIV-003,Air France,France,Commercial,Rafale F4,2,95000000,193231520.18,EUR,2023-08-06,2026-06-27,CIF,Milestone-based,Cancelled,Paris,Marc Dupont,0
SD00000796,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Training_Package,1,3000000,3044430.79,EUR,2022-09-09,2023-07-23,DDP,L/C 90 days,Open,Paris,Marc Dupont,50
SD00000797,CUST-PRIV-001,Tata Sons Ltd,India,Private,Rafale F3-R,7,90000000,640217394.42,EUR,2018-09-03,2020-01-15,DAP,L/C 90 days,Open,Paris,Isabelle Bernard,0
SD00000798,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Training_Package,1,3000000,2857212.12,EUR,2023-05-12,2026-04-01,DDP,"30% advance, 70% on delivery",In Production,New Delhi,Sophie Leclerc,50
SD00000799,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F4,9,95000000,842665405.0,EUR,2019-09-29,2020-08-20,CIF,L/C 90 days,Fully Delivered,Singapore,Marc Dupont,50
SD00000800,CUST-PRIV-001,Tata Sons Ltd,India,Private,MRO_Package_Annual,1,5000000,4957042.53,EUR,2023-08-02,2024-07-18,DDP,L/C 90 days,Open,Abu Dhabi,Sophie Leclerc,0
